// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1/" /p:OutDir="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\publish/" in D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1
// command took 1.11 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1/" /p:OutDir="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\publish/" --output "D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1\bin\Release\net10.0/" in D:\projects\AutoMapperVsMapperly\AutoMapperVsMapperly\bin\Release\net10.0\AutoMapperVsMapperly-DefaultJob-1
// command took 6.17 sec and exited with 0
// ***** Done, took 00:00:07 (7.34 sec)   *****
// Found 3 benchmarks:
//   MappingBenchmarks.ManualMapping: DefaultJob [Count=100000]
//   MappingBenchmarks.AutoMapperMapping: DefaultJob [Count=100000]
//   MappingBenchmarks.MapperlyMapping: DefaultJob [Count=100000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
WorkloadResult  28: 16 op, 624917000.00 ns, 39.0573 ms/op
WorkloadResult  29: 16 op, 609201600.00 ns, 38.0751 ms/op
WorkloadResult  30: 16 op, 594101900.00 ns, 37.1314 ms/op
WorkloadResult  31: 16 op, 624627400.00 ns, 39.0392 ms/op
WorkloadResult  32: 16 op, 596319700.00 ns, 37.2700 ms/op
WorkloadResult  33: 16 op, 610453400.00 ns, 38.1533 ms/op
// GC:  65 40 13 344317576 16
// Threading:  0 0 16

// AfterAll
// Benchmark Process 14540 has exited with code 0.

Mean = 38.397 ms, StdErr = 0.206 ms (0.54%), N = 33, StdDev = 1.181 ms
Min = 37.056 ms, Q1 = 37.301 ms, Median = 38.153 ms, Q3 = 39.095 ms, Max = 41.434 ms
IQR = 1.794 ms, LowerFence = 34.611 ms, UpperFence = 41.785 ms
ConfidenceInterval = [37.653 ms; 39.141 ms] (CI 99.9%), Margin = 0.744 ms (1.94% of Mean)
Skewness = 0.82, Kurtosis = 2.79, MValue = 2

// ** Remained 0 (0,0 %) benchmark(s) to run. Estimated finish 2025-11-23 20:11 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\AutoMapperVsMapperly.MappingBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\AutoMapperVsMapperly.MappingBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\AutoMapperVsMapperly.MappingBenchmarks-report.html

// * Detailed results *
MappingBenchmarks.ManualMapping: DefaultJob [Count=100000]
Runtime = .NET 10.0.0 (10.0.0, 10.0.25.52411), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 38.749 ms, StdErr = 0.212 ms (0.55%), N = 31, StdDev = 1.182 ms
Min = 36.896 ms, Q1 = 37.803 ms, Median = 38.935 ms, Q3 = 39.517 ms, Max = 41.182 ms
IQR = 1.714 ms, LowerFence = 35.232 ms, UpperFence = 42.087 ms
ConfidenceInterval = [37.975 ms; 39.524 ms] (CI 99.9%), Margin = 0.774 ms (2.00% of Mean)
Skewness = 0.18, Kurtosis = 1.95, MValue = 2
-------------------- Histogram --------------------
[36.402 ms ; 37.202 ms) | @@
[37.202 ms ; 38.345 ms) | @@@@@@@@@@
[38.345 ms ; 39.333 ms) | @@@@@@@@@@@
[39.333 ms ; 40.557 ms) | @@@@@@
[40.557 ms ; 41.676 ms) | @@
---------------------------------------------------

MappingBenchmarks.AutoMapperMapping: DefaultJob [Count=100000]
Runtime = .NET 10.0.0 (10.0.0, 10.0.25.52411), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 48.611 ms, StdErr = 0.237 ms (0.49%), N = 16, StdDev = 0.947 ms
Min = 46.590 ms, Q1 = 47.909 ms, Median = 48.797 ms, Q3 = 49.368 ms, Max = 49.854 ms
IQR = 1.458 ms, LowerFence = 45.722 ms, UpperFence = 51.556 ms
ConfidenceInterval = [47.647 ms; 49.576 ms] (CI 99.9%), Margin = 0.965 ms (1.98% of Mean)
Skewness = -0.5, Kurtosis = 2.09, MValue = 2
-------------------- Histogram --------------------
[46.097 ms ; 47.281 ms) | @
[47.281 ms ; 48.268 ms) | @@@@@
[48.268 ms ; 50.347 ms) | @@@@@@@@@@
---------------------------------------------------

MappingBenchmarks.MapperlyMapping: DefaultJob [Count=100000]
Runtime = .NET 10.0.0 (10.0.0, 10.0.25.52411), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 38.397 ms, StdErr = 0.206 ms (0.54%), N = 33, StdDev = 1.181 ms
Min = 37.056 ms, Q1 = 37.301 ms, Median = 38.153 ms, Q3 = 39.095 ms, Max = 41.434 ms
IQR = 1.794 ms, LowerFence = 34.611 ms, UpperFence = 41.785 ms
ConfidenceInterval = [37.653 ms; 39.141 ms] (CI 99.9%), Margin = 0.744 ms (1.94% of Mean)
Skewness = 0.82, Kurtosis = 2.79, MValue = 2
-------------------- Histogram --------------------
[36.573 ms ; 38.195 ms) | @@@@@@@@@@@@@@@@@@@
[38.195 ms ; 39.720 ms) | @@@@@@@@@
[39.720 ms ; 40.751 ms) | @@@
[40.751 ms ; 41.717 ms) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.6, Windows 10 (10.0.19045.6456/22H2/2022Update)
Intel Core i7-10750H CPU 2.60GHz (Max: 2.59GHz), 1 CPU, 12 logical and 6 physical cores
.NET SDK 10.0.100
  [Host]     : .NET 10.0.0 (10.0.0, 10.0.25.52411), X64 RyuJIT x86-64-v3
  DefaultJob : .NET 10.0.0 (10.0.0, 10.0.25.52411), X64 RyuJIT x86-64-v3


| Method            | Count  | Mean     | Error    | StdDev   | Ratio | RatioSD | Gen0      | Gen1      | Gen2     | Allocated | Alloc Ratio |
|------------------ |------- |---------:|---------:|---------:|------:|--------:|----------:|----------:|---------:|----------:|------------:|
| ManualMapping     | 100000 | 38.75 ms | 0.774 ms | 1.182 ms |  1.00 |    0.04 | 4062.5000 | 2500.0000 | 812.5000 |  20.52 MB |        1.00 |
| AutoMapperMapping | 100000 | 48.61 ms | 0.965 ms | 0.947 ms |  1.26 |    0.04 | 4100.0000 | 2500.0000 | 800.0000 |  20.52 MB |        1.00 |
| MapperlyMapping   | 100000 | 38.40 ms | 0.744 ms | 1.181 ms |  0.99 |    0.04 | 4062.5000 | 2500.0000 | 812.5000 |  20.52 MB |        1.00 |

// * Hints *
Outliers
  MappingBenchmarks.AutoMapperMapping: Default -> 1 outlier  was  removed (52.83 ms)

// * Legends *
  Count       : Value of the 'Count' parameter
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen0        : GC Generation 0 collects per 1000 operations
  Gen1        : GC Generation 1 collects per 1000 operations
  Gen2        : GC Generation 2 collects per 1000 operations
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ms        : 1 Millisecond (0.001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:15 (75.3 sec), executed benchmarks: 3

Global total time: 00:01:23 (83.09 sec), executed benchmarks: 3
// * Artifacts cleanup *
Artifacts cleanup is finished
